season,for_week,team,unit_type,ideal_value
1999,5,DAL,rush_def,1.5523326152007537
1999,5,DAL,rush_off,1.0124337008821043
1999,5,DAL,st_def,0.7150136838016031
1999,5,DAL,st_off,-1.0546259208490298
1999,5,DEN,pass_def,-2.158230612379568
1999,5,DEN,pass_off,-4.919248210170335
1999,5,DEN,rush_def,0.31050183334602655
1999,5,DEN,rush_off,-1.5481593145658843
1999,5,DEN,st_def,0.5211620295065604
1999,5,DEN,st_off,3.009516719620108
1999,5,DET,pass_def,8.334171791664414
1999,5,DET,pass_off,-3.269500330204374
1999,5,DET,rush_def,-0.2931220480045961
1999,5,DET,rush_off,2.0242212998591262
1999,5,DET,st_def,0.20821143604109404
1999,5,DET,st_off,3.745545983546657
1999,5,GB,pass_def,1.0261122193508916
1999,5,GB,pass_off,7.542518921725761
1999,5,GB,rush_def,-3.387685914212776
1999,5,GB,rush_off,-1.0209865415001496
1999,5,GB,st_def,-0.40783764533687933
1999,5,GB,st_off,-1.1085835552651853
1999,5,IND,pass_def,0.30538816064943497
1999,5,IND,pass_off,17.386548700677903
1999,5,IND,rush_def,0.7877389495319098
1999,5,IND,rush_off,-1.8367421008327949
1999,5,IND,st_def,-1.2063891243701257
1999,5,IND,st_off,-2.06570896930871
1999,5,JAX,pass_def,8.95476679718554
1999,5,JAX,pass_off,-1.6293527734368118
1999,5,JAX,rush_def,3.3887414899801693
